year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
2011,10,Netherlands,Germany,69120.0,May 2021
2011,10,Netherlands,Slovenia,894.0,July 2021
2012,03,Netherlands,Switzerland,34560.0,December 2021
2011,12,Peru,Duty Free,69120.0,February 2021
2011,08,Philippines,China,8800.0,December 2019
2017,07,Poland,Italy,3360.0,December 2020
2011,10,Poland,Latvia,280.0,December 2021
2011,10,Poland,Germany,90880.0,December 2020
2011,11,Poland,Czech Republic,612.0,December 2021
2012,01,Poland,Austria,11200.0,December 2023
2010,03,Poland,Belarus,69120.0,January 2020
2011,11,Philippines,Malaysia,8800.0,January 2021
2013,06,Poland,Slovakia,675.0,January 2022
2014,04,Poland,Serbia,18320.0,May 2020
2012,02,Poland,Lithuania,9160.0,July 2020
2011,11,Poland (Customs),Belarus,4672.0,October 2020
2013,09,Poland (Customs),Morocco,1180.0,May 2021
2012,03,Poland (Customs),Romania,3888.0,September 2021
2012,03,Qatar,Switzerland,596.0,December 2021
2011,12,Portugal,Spain,34560.0,January 2021
2012,04,Portugal,Sudan,9160.0,February 2021
2012,11,Qatar,Singapore,9160.0,December 2019
2012,03,Romania,Hungary,10992.0,December 2020
2011,10,Russia,Armenia,11360.0,December 2020
2012,05,Russia,Georgia,22720.0,December 2023
2012,03,Russia,Mongolia,13740.0,December 2022
2012,04,Russia,South Ossetia,252.0,December 2023
2012,04,Russia,Moldova,24920.0,January 2020
2012,03,Russia,Ukraine,22720.0,January 2022
2013,03,Singapore,China,22720.0,June 2020
2012,07,Serbia,Romania,5496.0,August 2020
2012,05,Slovakia,Austria,2720.0,June 2021
2012,09,Slovakia,Bulgaria,17280.0,July 2021
2012,07,Slovenia,Croatia,1944.0,August 2021
2012,07,Slovenia,Macedonia,34560.0,October 2021
2012,08,Slovenia,Serbia,138240.0,November 2021
2020,06,South Africa,Botswana,17280.0,December 2021
2012,08,South Africa,Swaziland,1584.0,December 2021
2018,11,South Korea,Chile,14400.0,December 2020
2013,07,South Korea,Australia,14400.0,December 2021
2012,09,South Korea,Japan,675.0,January 2021
2012,09,South Korea,Malaysia,298.0,January 2022
2012,09,South Korea,Mexico,1788.0,January 2023
2012,09,South Korea,Taiwan,15960.0,July 2020
2012,09,Spain,Algeria,17600.0,September 2020
2013,02,Spain,Andorra,1264.0,January 2020
2013,01,Spain,China,3720.0,February 2020
2012,12,Spain,France,2200.0,May 2021
2012,10,Spain,Hungary,3280.0,August 2021
2012,10,Spain,Ireland,17190.0,September 2021
2012,10,Spain,Morocco,4550.0,December 2021
2014,04,Spain,Peru,28800.0,December 2019
2012,12,Spain,Panama,7200.0,December 2020
2012,10,Spain,Romania,1200.0,December 2021
2013,11,Spain,Russia,2730.0,December 2023
2013,01,Spain,Serbia,1365.0,December 2020
2013,08,Spain,Switzerland,7980.0,December 2023
2012,12,Spain,Tunisia,455.0,January 2022
2012,12,Spain (Customs),Chile,69120.0,July 2020
2012,12,Spain (Customs),Egypt,6320.0,September 2020
2012,09,Spain (Customs),France,10800.0,October 2020
2013,04,Spain (Customs),Gibraltar,18000.0,November 2020
2013,02,Spain (Customs),Ireland,8800.0,January 2020
2013,02,Spain (Customs),Italy,17600.0,February 2020
2013,02,Spain (Customs),Netherlands,14400.0,January 2021
2013,01,Spain (Customs),Panama,9840.0,May 2021
2013,01,Spain (Customs),Peru,7280.0,June 2021
2013,04,Spain (Customs),Poland,18000.0,July 2021
2013,02,Spain (Customs),Sweden,23840.0,December 2021
2013,08,Spain (Customs),Switzerland,23840.0,January 2021
2013,01,Spain (Customs),United States,35200.0,December 2019
2012,12,Sweden,Mexico,8778.0,January 2020
2013,01,Switzerland,France,272.0,January 2021
2014,07,Switzerland,Germany,48160.0,January 2022
2013,03,Taiwan,China,3936.0,May 2020
2014,03,Taiwan,India,7200.0,June 2020
2013,06,Switzerland,United States,72.0,July 2020
2013,03,Taiwan,Israel,48160.0,September 2020
2013,08,Taiwan,Japan,11460.0,October 2020
2013,04,Taiwan,United States,2275.0,April 2020
2013,07,Taiwan,Vietnam,12640.0,January 2021
2013,07,Thailand,Argentina,15960.0,May 2021
2013,07,Thailand,Australia,12516.0,June 2021
2013,10,Thailand,Cambodia,7040.0,July 2021
2013,05,Thailand,Japan,900.0,August 2021
2013,10,Thailand,Hong Kong,28896.0,September 2021
2013,05,Thailand,Philippines,10800.0,February 2021
2014,04,United Kingdom HMRC,Belgium,14400.0,December 2020
2013,10,United Kingdom HMRC,Austria,204480.0,December 2020
2014,09,United Kingdom HMRC,Germany,675.0,December 2021
2021,08,United Kingdom HMRC,Hong Kong,6560.0,December 2020
2013,07,United Kingdom HMRC,Ireland,10800.0,December 2021
2013,08,United Kingdom HMRC,Qatar,57792.0,December 2023
2013,10,United Kingdom HMRC,Spain,4500.0,January 2021
2013,10,United Kingdom HMRC,Italy,10656.0,May 2020
2013,12,United States,Canada,174960.0,September 2020
2013,08,United States,China,34560.0,October 2020
2019,06,United States,Germany,3744.0,November 2020
9999,01,United States,Vietnam,14400.0,June 2021
2013,10,United States (CIF),Bahamas,3600.0,July 2021
2014,10,United States (CIF),Mexico,33408.0,January 2021
2013,10,United States (CIF),Vietnam,274.0,December 2019
2013,10,United States (CIF),Trinidad & Tobago,298.0,December 2020
2013,10,United States (CIF),Taiwan,5900.0,December 2020
2013,08,United States (Consumption/Domestic),Canada,1264.0,December 2022
2013,10,United States (Consumption/Domestic),China,1232.0,December 2023
2013,10,United States (Consumption/Domestic),Germany,34560.0,December 2020
2013,12,United States (Consumption/Domestic),Israel,34560.0,December 2021
2013,12,United States (Consumption/Domestic),Ireland,7980.0,December 2022
2013,12,United States (Consumption/Domestic),Malaysia,12320.0,December 2023
9999,01,United States (Consumption/Domestic),Mexico,34560.0,January 2020
9999,01,United States (Consumption/Domestic),Trinidad & Tobago,34560.0,January 2021
9999,01,United States (Consumption/Domestic),Taiwan,34560.0,January 2022
9999,01,United States (Consumption/Domestic),Vietnam,34560.0,January 2023
9999,01,United States (HS 8),Bahamas,56800.0,May 2020
9999,01,United States (HS 8),China,1896.0,June 2020
9999,01,United States (HS 8),Canada,18480.0,July 2020
9999,01,United States (HS 8),Germany,43200.0,August 2020
9999,01,United States (HS 8),Ireland,25920.0,September 2020
2013,12,United States (HS 8),Israel,69120.0,October 2020
2013,12,United States (HS 8),Mexico,34560.0,November 2020
2013,12,United States (HS 8),Malaysia,34560.0,December 2020
2014,06,United States (HS 8),Taiwan,34560.0,January 2020
2014,05,United States (HS 8),Trinidad & Tobago,91.0,February 2020
2014,05,Uruguay,Brazil,24920.0,April 2020
2014,10,United States (HS 8),Vietnam,2040.0,January 2021
2014,01,Uruguay,Rio Negro (Uruguay),4900.0,July 2021
2014,09,Vietnam (BOL),Cambodia,2025.0,August 2021
2016,05,United States (HS 8),Philippines,48160.0,January 2021
2014,10,United States (HS 8),Mexico,69120.0,December 2019
2014,04,United States (HS 8),Nicaragua,8640.0,December 2020
2014,02,United States (HS 8),Jamaica,12460.0,December 2021
2014,01,United States (HS 8),"Korea, South",6384.0,December 2022
2010,01,United States (HS 8),Japan,22720.0,December 2023
2004,08,United States (HS 8),Colombia,34560.0,December 2022
2014,05,United States (Consumption/Domestic),Singapore,69120.0,January 2020
2014,03,United States (Consumption/Domestic),Nicaragua,3840.0,January 2022
9999,01,United States (Consumption/Domestic),Philippines,3280.0,January 2023
2014,03,United States (Consumption/Domestic),"Korea, South",894.0,May 2020
2014,03,United States (Consumption/Domestic),Japan,34560.0,June 2020
2014,04,United States (Consumption/Domestic),Jamaica,69120.0,July 2020
2016,09,United States (Consumption/Domestic),Israel,50112.0,August 2020
2014,04,United States (Consumption/Domestic),Germany,632.0,September 2020
2014,06,United States (Consumption/Domestic),Colombia,68160.0,October 2020
2014,06,United States (Consumption/Domestic),Canada,5760.0,November 2020
2014,04,United States (CIF),Mexico,1820.0,February 2020
9999,01,United States (CIF),"Korea, South",3990.0,April 2020
2012,12,United States (CIF),Japan,5900.0,January 2021
2014,08,United States (CIF),Nicaragua,1264.0,July 2021
2020,09,United States (CIF),Germany,24080.0,October 2021
2014,10,United States (CIF),Canada,23840.0,December 2021
2014,09,United States,Taiwan,119200.0,February 2021
2014,07,United States,Mexico,17496.0,December 2019
2014,08,United States,Singapore,36640.0,December 2022
2014,07,United States,Jamaica,4788.0,December 2020
2014,07,United States,Japan,555.0,December 2021
2017,07,United States,Canada,4928.0,January 2020
2014,10,United States,Bahamas,3190.0,January 2021
2015,02,United Kingdom HMRC,Sweden,1206.0,January 2022
2015,02,United Kingdom HMRC,Vietnam,1990.0,January 2023
2015,07,United Kingdom HMRC,Jordan,0.0,July 2020
2014,10,United Kingdom HMRC,Spain,6480.0,September 2020
2014,11,United Kingdom HMRC,Poland,10800.0,October 2020
2016,03,United Kingdom HMRC,Portugal,1687.8,November 2020
2014,10,United Kingdom HMRC,Belgium,0.0,June 2021
2015,03,Thailand,Vietnam,12067.77,August 2021
2015,03,Thailand,Malaysia,3637.5,September 2021
2016,10,Thailand,Hong Kong,5160.0,December 2021
2015,01,Thailand,Japan,30720.0,January 2021
2015,05,Thailand,Germany,14500.0,February 2021
2015,01,Thailand,Argentina,5761.8,December 2020
2015,04,Taiwan,Vietnam,45150.0,December 2020
2015,03,Taiwan,Thailand,540.0,December 2022
2015,03,Taiwan,Philippines,540.0,December 2023
2015,03,Taiwan,Singapore,12760.0,December 2020
2015,05,Taiwan,Malaysia,17400.0,December 2021
2015,03,Taiwan,Israel,68544.0,January 2020
2015,06,Switzerland,United States,5832.0,January 2022
2015,05,Taiwan,Hong Kong,24192.0,May 2020
2015,05,Switzerland,United Kingdom,7257.6,June 2020
2014,09,Switzerland,Germany,4536.0,July 2020
2016,01,Switzerland,France,16128.0,August 2020
2015,10,Sweden,Finland,12760.0,September 2020
2015,11,Sweden,Norway,24220.0,October 2020
1985,05,Switzerland,Austria,3628.8,November 2020
2015,09,Spain (Customs),Taiwan,580.0,December 2020
2016,01,Spain (Customs),United Kingdom,0.0,January 2020
2020,12,Sweden,Denmark,36288.0,February 2020
2020,12,Spain (Customs),Switzerland,40320.0,April 2020
2016,07,Spain (Customs),Sweden,17400.0,May 2021
2015,11,Spain (Customs),Saudi Arabia,0.0,July 2021
2020,12,Spain (Customs),Niger,1944.0,October 2021
2016,05,Spain (Customs),Morocco,8442.0,December 2021
2015,12,Spain (Customs),Jordan,0.0,December 2019
2015,12,Spain (Customs),Hungary,27040.0,December 2020
2016,01,Spain (Customs),Greece,3380.0,December 2020
2016,01,Spain (Customs),Hong Kong,18620.0,December 2021
2018,06,Spain (Customs),France,6098.4,December 2022
2016,07,Spain (Customs),Germany,0.0,December 2023
2015,12,Spain (Customs),China,0.0,December 2022
2018,06,Spain (Customs),Brazil,6696.0,December 2023
2017,09,Spain (Customs),Belgium,9450.0,January 2020
2017,07,Spain,Taiwan,1204.0,January 2023
2015,02,Spain,Sweden,10044.0,May 2020
2015,02,Spain,Saudi Arabia,7484.4,June 2020
2016,03,Spain,Slovakia,8760.0,July 2020
2018,03,Spain,Romania,0.0,September 2020
2016,04,Spain,Niger,159.5,October 2020
2016,04,Spain,Netherlands,5670.0,December 2020
2016,08,Spain,Morocco,5840.0,January 2020
2016,06,Spain,Jordan,14.68,April 2020
2016,06,Spain,Latvia,187.5,January 2021
2016,06,Spain,Malta,38.17,May 2021
2016,06,Spain,Italy,3612.0,June 2021
2016,09,Spain,India,3040.0,July 2021
2018,11,Spain,Hungary,625.0,August 2021
2017,11,Spain,Greece,12040.0,October 2021
2016,09,Spain,Germany,7296.0,November 2021
2017,02,Spain,France,12600.0,December 2021
2016,11,Spain,Cote d Ivoire,298.0,January 2021
2017,01,Spain,Cuba,14.68,February 2021
2015,06,Spain,Brazil,7484.4,December 2020
2017,02,Spain,Bulgaria,3516.0,December 2021
2017,09,Spain,Belgium,5710.0,December 2022
2016,08,South Korea,Philippines,3640.0,January 2020
2016,10,South Korea,Namibia,11160.0,January 2022
2016,09,South Korea,Japan,22840.0,May 2020
2016,06,South Korea,Indonesia,33120.0,June 2020
2018,03,South Korea,India,2190.0,July 2020
2016,10,South Africa,Lesotho,10044.0,January 2021
2014,10,South Africa,Mauritius,16740.0,May 2021
2017,05,South Africa,Botswana,5022.0,June 2021
2016,12,South Africa,Benin,8000.0,August 2021
2016,11,Slovenia,Montenegro,0.0,October 2021
2016,10,Slovenia,Serbia,2040.0,November 2021
2016,12,Slovenia,Croatia,3672.0,December 2021
2016,12,Slovakia,Bulgaria,1728.0,January 2021
2017,06,Slovakia,Czech Republic,47600.0,February 2021
2017,01,Slovenia,Bosnia & Herzegovina,6350.4,December 2019
2017,01,Singapore,Thailand,5412.0,December 2021
2017,02,Singapore,Philippines,1360.0,December 2022
2017,02,Singapore,"Korea, South",2720.0,December 2021
2017,02,Russia,Ukraine,15520.0,January 2020
2017,02,Serbia,Bosnia & Herzegovina,1818.0,January 2021
2017,02,Russia,Uzbekistan,32126.4,January 2022
2017,02,Russia,South Ossetia,1212.0,January 2023
2017,02,Russia,Mongolia,3514.35,May 2020
2017,02,Russia,Kazakhstan,13641.6,June 2020
2017,02,Russia,Lithuania,66468.0,July 2020
2017,02,Russia,Georgia,100395.0,August 2020
2017,03,Russia,Belarus,606.0,September 2020
2017,02,Russia,Azerbaijan,3956.0,October 2020
2017,02,Qatar,Singapore,32400.0,December 2020
2017,03,Portugal,Spain,989.0,January 2020
2017,02,Qatar,Switzerland,989.0,February 2020
2017,02,Qatar,United Arab Emirates,80.0,April 2020
2017,02,Qatar,United States,2720.0,January 2021
2017,03,Portugal,Angola,3636.0,May 2021
2017,02,Portugal,Cape Verde,26040.0,June 2021
2017,02,Poland (Customs),Romania,26000.0,July 2021
2017,02,Poland (Customs),Slovakia,78000.0,August 2021
2017,02,Poland (Customs),Latvia,14066.0,September 2021
2017,02,Poland (Customs),Lithuania,1070.88,October 2021
2017,03,Poland (Customs),Italy,1406.6,November 2021
2017,02,Poland (Customs),Hungary,7760.0,January 2021
2017,02,Poland (Customs),Czech Republic,8000.0,February 2021
2017,02,Poland,Lithuania,7776.0,December 2019
2017,03,Poland,Romania,8280.0,December 2020
2017,02,Poland,Slovakia,3750.0,December 2020
2017,02,Philippines,Morocco,1944.0,December 2021
2017,02,Poland,Czech Republic,2160.0,December 2022
2017,02,Poland,Germany,3125.0,December 2023
2017,03,Poland,Hungary,25440.0,December 2020
2017,03,Poland,Latvia,7200.0,December 2021
2017,02,Poland,Italy,375.0,December 2022
2017,03,Peru,Chile,2910.0,December 2023
2017,03,Peru,Brazil,3750.0,January 2020
2017,03,Netherlands,Tunisia,1875.0,January 2021
2017,03,Netherlands,Sweden,2187.5,January 2022
2017,02,Netherlands,Slovakia,20568.0,January 2023
2017,02,Netherlands,Slovenia,25440.0,May 2020
2018,03,Netherlands,Spain,16000.0,June 2020
2017,02,Netherlands,Lithuania,7032.0,June 2021
2017,02,Netherlands,Luxembourg,11420.0,July 2021
2017,02,Netherlands,Nigeria,25440.0,August 2021
2017,02,Netherlands,Poland,632.0,September 2021
2017,02,Netherlands,Non-EU Suppression,792.0,October 2021
2017,03,Netherlands,Portugal,840.0,November 2021
2017,02,Netherlands,Romania,8000.0,December 2021
2017,02,Lithuania,Russia,8000.0,January 2021
2017,02,Luxembourg,Germany,1360.0,February 2021
2017,03,Lithuania,Estonia,1204.0,December 2019
2017,02,Lithuania,Belarus,25440.0,December 2020
2017,02,Lithuania,Latvia,16000.0,December 2020
2017,10,Malaysia,Papua New Guinea,2178.0,December 2021
2017,02,Malaysia,Brunei Darussalam,1400.0,December 2020
2017,03,Malaysia,Canada,1450.0,December 2021
2017,02,Latvia,Estonia,703.2,December 2022
2017,02,Kenya,Uganda,1142.0,December 2023
2017,02,Latvia,Lithuania,5520.0,January 2020
2017,02,Kenya,Tanzania,4350.0,January 2021
2017,03,Kenya,Rwanda,2000.0,January 2022
2017,02,Kenya,South Sudan,1168.0,January 2023
2017,02,Kenya,Burundi,632.0,May 2020
2017,04,Kenya,"Congo, Dem. Rep.",1204.0,June 2020
2017,02,Kenya,Ethiopia,7920.0,July 2020
2017,02,Kenya,Malawi,33600.0,August 2020
2017,02,Japan,United States,3750.0,September 2020
2017,02,Japan,Vietnam,1314.0,October 2020
2017,02,Malaysia,Sri Lanka,816.0,November 2020
2017,02,Malaysia,Singapore,80.0,December 2020
2017,02,Mexico,Guatemala,21750.0,January 2020
2017,02,Malaysia,Thailand,1360.0,February 2020
2017,02,Malaysia,Vietnam,0.0,April 2020
2017,03,Mexico,United States,3640.0,January 2021
2017,02,Netherlands,Austria,14500.0,May 2021
2017,02,Netherlands,Algeria,9936.0,June 2021
2017,02,Netherlands,Barbados,4380.0,July 2021
2017,02,Netherlands,Belgium,41400.0,August 2021
2017,03,Netherlands,Bulgaria,4140.0,September 2021
2017,03,Netherlands,Burkina Faso,1168.0,October 2021
2017,02,Netherlands,Cyprus,2190.0,November 2021
2017,02,Netherlands,Czech Republic,36000.0,December 2021
2017,02,Netherlands,Croatia,608.0,January 2021
2017,02,Netherlands,Denmark,4140.0,February 2021
2017,02,Netherlands,Estonia,7032.0,December 2019
2017,02,Netherlands,Dominican Republic,73280.0,December 2020
2017,02,Netherlands,Ethiopia,28080.0,December 2020
2017,02,Netherlands,France,9900.0,December 2022
2017,02,Netherlands,Finland,219840.0,December 2023
2017,02,Netherlands,Gabon,18320.0,December 2020
2017,02,Japan,Thailand,36666.0,December 2021
2018,09,Japan,Taiwan,18320.0,December 2022
2017,02,Japan,Singapore,29295.0,December 2023
2017,02,Japan,Philippines,5735.0,January 2020
2017,02,Japan,Pakistan,273195.0,January 2021
2017,02,Japan,Malaysia,315900.0,January 2022
2017,02,Japan,"Korea, South",7550.0,January 2023
2017,02,Japan,India,2960.0,May 2020
2017,03,Japan,Indonesia,15100.0,June 2020
2017,02,Japan,Bangladesh,20720.0,July 2020
2017,02,Italy Istat,United Kingdom,11840.0,August 2020
2017,02,Italy Istat,Spain,4320.0,September 2020
2017,02,Italy Istat,Sweden,7920.0,October 2020
2017,02,Italy Istat,Switzerland,20720.0,November 2020
2017,02,Italy Istat,Poland,15360.0,December 2020
2017,04,Italy Istat,Pakistan,660.0,January 2020
2017,04,Italy,Slovenia,50880.0,May 2021
2017,02,Italy,United Kingdom,6600.0,September 2021
2018,03,Italy Istat,Austria,36640.0,October 2021
2017,07,Italy Istat,Croatia,3840.0,November 2021
2017,07,Italy Istat,Czech Republic,34560.0,January 2021
2017,07,Italy Istat,France,2265.0,December 2019
2017,06,Italy Istat,Estonia,24000.0,December 2020
2017,06,Italy Istat,Germany,20880.0,December 2020
2017,07,Italy Istat,Greece,34560.0,December 2021
2017,08,Italy Istat,Netherlands,4080.0,December 2022
2017,08,Italy,Croatia,3960.0,January 2021
2017,09,Italy,Bulgaria,2160.0,January 2022
2017,09,Italy,Estonia,6528.0,May 2020
2017,03,Italy,Germany,3960.0,August 2020
2017,12,Italy,Greece,12460.0,September 2020
2017,12,Italy,Malta,29445.0,December 2020
2017,12,Italy,Poland,34560.0,January 2020
2017,12,Italy,Romania,12000.0,February 2020
2018,03,Italy,Portugal,1020.0,April 2020
2018,03,Ireland,United Kingdom,12640.0,January 2021
2019,12,India,United States,34560.0,May 2021
2018,03,India,Sudan,6040.0,June 2021
2017,12,India,Thailand,43200.0,July 2021
2018,08,India,Tanzania,4320.0,August 2021
2018,09,India,Somalia,58890.0,October 2021
2019,02,India,South Africa,816.0,November 2021
2017,12,India,Nepal,3840.0,December 2023
