year,month,Origincountry,Destinationcountry,BudgetAmount,FiscalYearPeriod
,,India,Myanmar,6560.0,January 2023
2004,05,India,Nicaragua,3600.0,May 2020
2013,03,India,Nepal,8800.0,June 2020
1992,06,India,Puerto Rico (U.S.),17600.0,July 2020
,,India,Oman,36000.0,August 2020
1992,04,Hungary,Austria,36000.0,September 2020
,,Guatemala,Panama,3720.0,October 2020
,,Greece,Cyprus,3600.0,November 2020
,,Germany (Customs),Vietnam,7056.0,December 2020
1992,10,Greece,Bulgaria,147.0,January 2020
1992,01,Greece,Albania,91680.0,February 2020
1992,12,Hungary,Poland,21168.0,April 2020
,,Hungary,Romania,12528.0,January 2021
2017,08,Hungary,Serbia,13120.0,May 2021
1993,03,Hungary,Slovakia,6320.0,June 2021
,,India,Benin,12320.0,July 2021
1993,06,India,Bangladesh,3612.0,August 2021
,,India,"Congo, Dem. Rep.",7200.0,September 2021
1993,07,India,Cameroon,6320.0,October 2021
1993,07,India,Bhutan,12320.0,November 2021
,,India,Burkina Faso,8704.0,December 2021
1992,12,Germany (Customs),United States,6560.0,January 2021
1993,08,Germany (Customs),United Arab Emirates,4050.0,February 2021
1994,03,Germany (Customs),United Kingdom,17600.0,December 2019
,,Germany (Customs),Turkey,2160.0,December 2020
1994,07,Germany (Customs),Thailand,4788.0,December 2020
,,Germany (Customs),Taiwan,1904.0,December 2021
,,Germany (Customs),Switzerland,300.0,December 2022
,,Germany (Customs),Sweden,3600.0,December 2023
1994,08,Germany (Customs),Spain,24920.0,December 2020
1994,07,Germany (Customs),South Africa,8640.0,December 2021
1995,08,Germany (Customs),Slovenia,8640.0,December 2022
,,Germany (Customs),Singapore,1490.0,December 2023
,,Germany (Customs),Slovakia,7980.0,January 2020
,,Germany (Customs),Serbia,4320.0,January 2021
,,Germany (Customs),Saudi Arabia,17640.0,January 2022
1990,04,Germany (Customs),Russia,22920.0,January 2023
,,Germany (Customs),Romania,8640.0,May 2020
,,Germany (Customs),Portugal,6350.4,June 2020
,,Germany (Customs),Philippines,8704.0,July 2020
1991,10,Germany (Customs),Poland,11460.0,August 2020
,,Germany (Customs),Norway,42720.0,September 2020
1991,04,Germany (Customs),Nigeria,94126.4,October 2020
,,Germany (Customs),Peru,0.0,November 2020
,,Germany (Customs),New Zealand,8640.0,December 2020
,,Germany (Customs),Netherlands,4500.0,January 2020
,,Germany (Customs),Mexico,9030.0,February 2020
1995,04,Germany (Customs),Morocco,7635.84,April 2020
,,Germany (Customs),Moldova,3750.0,January 2021
,,Germany (Customs),Malaysia,8700.0,May 2021
1995,08,Germany (Customs),Mali,2514.24,June 2021
1996,05,Germany (Customs),Macedonia,12096.0,July 2021
,,Germany (Customs),Luxembourg,12000.0,August 2021
,,Germany (Customs),Lithuania,0.0,September 2021
1996,05,Germany (Customs),Kuwait,6216.0,October 2021
,,Germany (Customs),Latvia,4920.0,November 2021
,,Germany (Customs),"Korea, South",9310.0,December 2021
1996,09,Germany (Customs),Kazakhstan,492.0,January 2021
,,Germany (Customs),Japan,9720.0,February 2021
,,Germany (Customs),Italy,0.0,December 2019
1997,04,Germany (Customs),Israel,7450.0,December 2020
,,Germany (Customs),Ireland,12110.0,December 2020
1990,11,Germany (Customs),Iraq,312.5,December 2021
,,Germany (Customs),India,8700.0,December 2022
2002,01,Germany (Customs),Indonesia,3516.0,December 2023
2002,11,Germany (Customs),Hong Kong,1142.0,December 2020
,,Germany (Customs),Hungary,592.0,December 2021
,,Germany (Customs),Guatemala,408.0,December 2022
,,Germany (Customs),Guinea,8280.0,December 2023
1974,03,Germany (Customs),Greece,8280.0,January 2020
,,Germany (Customs),France,13520.0,January 2021
,,Germany (Customs),Finland,1134.0,January 2022
,,Germany (Customs),Estonia,9520.0,January 2023
2004,09,Germany (Customs),Egypt,16617.0,May 2020
,,Germany (Customs),Ecuador,8031.6,June 2020
,,Germany (Customs),Denmark,606.0,July 2020
2002,09,Germany (Customs),Croatia,197.8,August 2020
,,Germany (Customs),Cyprus,3125.0,September 2020
,,Germany (Customs),Czech Republic,10800.0,October 2020
,,Germany (Customs),Colombia,10076.0,November 2020
2003,07,Germany (Customs),Bulgaria,3750.0,December 2020
,,Germany (Customs),Chile,4122.0,January 2020
,,Germany (Customs),Belgium,9160.0,February 2020
,,Germany (Customs),Brazil,9160.0,April 2020
,,Germany (Customs),Austria,4580.0,January 2021
,,Germany (Customs),Belarus,44688.0,May 2021
,,Germany (Customs),Bangladesh,73280.0,June 2021
2001,06,Germany (Customs),Bahrain,6290.0,July 2021
2002,09,Germany (Customs),Azerbaijan,2960.0,August 2021
,,Germany (Customs),Australia,3360.0,September 2021
,,Germany (Customs),Algeria,17280.0,October 2021
,,Germany,United Arab Emirates,1200.0,November 2021
2004,03,Germany,United Kingdom,1840.0,December 2021
2002,02,Germany,Vietnam,7550.0,January 2021
,,Germany,United States,1404.0,February 2021
,,Germany,Philippines,204.0,December 2019
2002,02,Germany,Poland,272.0,December 2020
2002,10,Germany,Portugal,4440.0,December 2020
2004,08,Germany,Qatar,90.5,December 2021
,,Germany,Romania,702.0,December 2022
,,Germany,Russia,7550.0,December 2023
2003,05,Germany,Saudi Arabia,7550.0,December 2020
,,Germany,Serbia,3960.0,December 2021
2003,04,Germany,Singapore,6560.0,December 2022
,,Germany,Slovakia,1232.0,December 2023
,,Germany,Slovenia,1411.2,January 2020
,,Germany,South Africa,5730.0,January 2021
2004,06,Germany,Spain,31122.0,January 2022
,,Germany,Sweden,8100.0,January 2023
,,Germany,Switzerland,34560.0,May 2020
2004,08,Germany,Taiwan,5488.0,June 2020
2004,12,Germany,Thailand,9720.0,July 2020
,,Germany,Tunisia,3920.0,August 2020
2005,10,Germany,Turkey,1374.0,September 2020
2005,11,Germany,Colombia,8352.0,October 2020
,,Germany,Croatia,2980.0,November 2020
2006,11,Germany,Cyprus,916.0,December 2020
,,Germany,Czech Republic,1750.0,January 2020
,,Germany,Denmark,1020.0,February 2020
2007,08,Germany,Ecuador,1020.0,April 2020
,,Germany,Finland,7980.0,January 2021
,,Germany,Estonia,632.0,May 2021
2007,08,Germany,Egypt,2980.0,June 2021
2002,09,Germany,France,4050.0,July 2021
,,Germany,Georgia,15960.0,August 2021
,,Germany,Greece,4180.0,September 2021
2004,08,Germany,Guatemala,10800.0,October 2021
,,Germany,Guinea,17600.0,November 2021
,,Germany,Hungary,204.0,December 2021
2016,09,Germany,Hong Kong,12528.0,January 2021
,,Germany,India,4147.0,February 2021
,,Germany,Indonesia,12377.2,December 2019
2007,01,Germany,Ireland,8613.0,December 2020
2004,12,Germany,Iraq,195.0,December 2020
2005,01,Germany,Israel,5190.0,December 2021
2004,10,Germany,Italy,2890.0,December 2022
,,Germany,Japan,48060.0,December 2023
2005,04,Germany,Kazakhstan,0.0,December 2020
2006,06,Germany,"Korea, South",0.0,December 2021
,,Germany,Kuwait,1728.0,December 2022
,,Germany,Latvia,1280.0,December 2023
2004,12,Germany,Lithuania,5190.0,January 2020
,,Germany,Luxembourg,236880.0,January 2021
,,Germany,Macedonia,96.0,January 2022
,,Germany,Malaysia,96.0,January 2023
2004,12,Germany,Mali,364.0,May 2020
,,Germany,Mexico,38.73,June 2020
,,Germany,Moldova,3414.0,July 2020
2003,03,Germany,Morocco,200.0,August 2020
,,Germany,Netherlands,108192.0,September 2020
2005,01,Germany,New Zealand,3750.0,October 2020
2005,03,Germany,Nigeria,800.0,November 2020
2005,05,Germany,Peru,5520.0,December 2020
,,Germany,Norway,7250.0,January 2020
1997,04,France (Customs),United Kingdom,15180.0,February 2020
2005,05,France (Customs),Vietnam,1000.0,April 2020
2006,03,Germany,Algeria,3612.0,January 2021
2005,07,France (Customs),Tunisia,4140.0,May 2021
2005,08,France (Customs),Thailand,33488.0,June 2021
2005,07,France (Customs),Turkey,108192.0,July 2021
,,France (Customs),Switzerland,6000.0,August 2021
2006,01,France (Customs),Sweden,3750.0,September 2021
,,France (Customs),Spain,12420.0,October 2021
2006,02,France (Customs),Singapore,3036.0,November 2021
2006,02,France (Customs),Slovenia,3664.0,December 2021
2006,06,Germany,Australia,6870.0,January 2021
2006,09,Germany,Argentina,18320.0,February 2021
2006,09,Germany,Austria,3960.0,December 2019
2009,02,Germany,Azerbaijan,8702.0,December 2020
,,Germany,Bangladesh,4230.0,December 2020
2007,05,Germany,Bahrain,7550.0,December 2021
,,Germany,Brazil,5340.0,December 2022
2007,03,Germany,Belgium,4400.0,December 2023
2007,02,Germany,Belarus,16704.0,December 2020
2007,02,Germany,Bulgaria,3960.0,December 2021
2007,05,Germany,Chile,24000.0,December 2022
2007,06,France (Customs),Senegal,3960.0,December 2023
2007,06,France (Customs),Romania,1752.0,January 2020
2007,06,France (Customs),Poland,34560.0,January 2021
2007,07,France (Customs),Portugal,19950.0,January 2022
,,France (Customs),Netherlands,570.0,January 2023
2007,07,France (Customs),New Caledonia,103320.0,May 2020
2007,11,France (Customs),Morocco,80640.0,June 2020
2007,11,France (Customs),Mauritania,90675.0,July 2020
2002,07,France (Customs),Italy,0.0,August 2020
,,France (Customs),"Korea, South",10776.0,September 2020
2006,01,France (Customs),Luxembourg,12460.0,October 2020
,,France (Customs),Ireland,17600.0,November 2020
,,France (Customs),Greece,4050.0,December 2020
1991,12,France (Customs),Hungary,11100.0,January 2020
,,France (Customs),Germany,7980.0,February 2020
,,France (Customs),Gabon,14896.0,April 2020
2002,10,France (Customs),Finland,2744.0,January 2021
,,France (Customs),Denmark,27000.0,May 2021
,,France (Customs),Czech Republic,11360.0,June 2021
2005,11,France (Customs),Cyprus,5880.0,July 2021
2009,12,France (Customs),Belgium,16464.0,August 2021
1996,06,France (Customs),Austria,7560.0,September 2021
,,France (Customs),Albania,245.0,October 2021
2009,12,France (Customs),Algeria,11360.0,November 2021
1996,04,France,United Kingdom,2744.0,December 2021
,,France,Vietnam,17600.0,January 2021
,,France,Tunisia,17600.0,February 2021
,,France,Turkey,104400.0,December 2019
2002,12,France,Thailand,22720.0,December 2020
2004,12,France,Switzerland,11360.0,December 2020
2005,11,France,Spain,22720.0,December 2021
,,France,Sweden,11360.0,December 2022
,,France,Singapore,22400.0,December 2023
2017,01,France,Slovenia,34560.0,December 2020
,,France,Senegal,204.0,December 2021
2004,10,France,Romania,1896.0,December 2022
,,France,Portugal,2400.0,December 2023
2007,06,France,Poland,12460.0,January 2020
2002,06,France,Netherlands,12528.0,January 2021
2001,06,France,New Caledonia,7120.0,January 2022
,,France,Luxembourg,3560.0,January 2023
2002,06,France,Mauritania,1500.0,May 2020
,,France,Morocco,12460.0,June 2020
2002,06,France,"Korea, South",1110.65,July 2020
,,France,Italy,12377.2,August 2020
2003,03,France,Ireland,2813.0,September 2020
2002,06,France,Hungary,12377.2,October 2020
2002,05,France,Greece,5849.1,November 2020
,,France,Gabon,20160.0,December 2020
,,France,Germany,80640.0,January 2020
,,France,Finland,12760.0,February 2020
2002,06,France,Denmark,12060.0,April 2020
2002,08,France,Czech Republic,3480.0,January 2021
1994,03,France,Cyprus,1296.0,May 2021
2002,11,France,Belgium,25746.0,June 2021
,,France,Algeria,5626.4,July 2021
,,France,Albania,23356.0,August 2021
1987,07,France,Austria,3678.0,September 2021
2002,10,EU (External Trade),Tunisia,30336.0,October 2021
1983,08,EU (External Trade),Togo,24080.0,November 2021
1983,02,EU (External Trade),Turkey,30336.0,December 2021
,,EU (External Trade),Ukraine,1490.0,January 2021
2002,12,EU (External Trade),United Arab Emirates,12040.0,February 2021
1984,12,EU (External Trade),United Kingdom,12040.0,December 2019
,,EU (External Trade),United States,26544.0,December 2020
2007,01,EU (External Trade),Vietnam,30336.0,December 2020
1984,08,EU (External Trade),Uzbekistan,6020.0,December 2021
,,EU (External Trade),Norway,2920.0,December 2022
1984,08,EU (External Trade),Niger,1020.0,December 2023
,,EU (External Trade),Nigeria,2040.0,December 2020
2002,12,EU (External Trade),Panama,8736.0,December 2021
1987,10,EU (External Trade),Pakistan,1020.0,December 2022
1988,03,EU (External Trade),Peru,2920.0,December 2023
1988,07,EU (External Trade),Philippines,3600.0,January 2020
,,EU (External Trade),Russia,1020.0,January 2021
,,EU (External Trade),Qatar,8280.0,January 2022
,,EU (External Trade),Saudi Arabia,510.0,January 2023
,,EU (External Trade),Senegal,2040.0,May 2020
,,EU (External Trade),Serbia,306.0,June 2020
1987,10,EU (External Trade),Singapore,44.5,July 2020
1988,05,EU (External Trade),Sint Maarten,30336.0,August 2020
1991,10,EU (External Trade),Switzerland,41400.0,September 2020
,,EU (External Trade),Suriname,1020.0,October 2020
2003,06,EU (External Trade),South Africa,438.0,November 2020
2003,06,EU (External Trade),Sudan,30336.0,December 2020
2003,03,EU (External Trade),Taiwan,6020.0,January 2020
,,EU (External Trade),Thailand,6320.0,February 2020
,,EU (External Trade),Chile,6320.0,April 2020
2003,07,EU (External Trade),China,35034.0,January 2021
2003,09,EU (External Trade),Colombia,58848.0,May 2021
2003,04,EU (External Trade),Congo,13584.0,June 2021
2003,10,EU (External Trade),Cuba,123400.0,July 2021
2003,10,EU (External Trade),Cote d Ivoire,26364.0,August 2021
2003,11,EU (External Trade),Egypt,438.0,September 2021
,,EU (External Trade),Dominican Republic,182.0,October 2021
2004,05,EU (External Trade),Ecuador,90.5,November 2021
2013,03,EU (External Trade),Gabon,80.0,December 2021
1992,06,EU (External Trade),Ethiopia,36120.0,January 2021
,,EU (External Trade),Ghana,30336.0,February 2021
1992,04,EU (External Trade),Georgia,11040.0,December 2019
,,EU (External Trade),Guinea,2900.0,December 2020
,,EU (External Trade),Guyana,7008.0,December 2020
,,EU (External Trade),Guatemala,30336.0,December 2021
1992,10,EU (External Trade),Hong Kong,207000.0,December 2022
1992,01,EU (External Trade),Iceland,3625.0,December 2023
1992,12,EU (External Trade),Iraq,30336.0,December 2020
,,EU (External Trade),Indonesia,30336.0,December 2021
2017,08,EU (External Trade),India,3960.0,December 2022
1993,03,EU (External Trade),Israel,5520.0,December 2023
,,EU (External Trade),Japan,2175.0,January 2020
1993,06,EU (External Trade),Kazakhstan,2175.0,January 2021
,,EU (External Trade),"Korea, South",2736.0,January 2022
1993,07,EU (External Trade),Libya,5800.0,January 2023
1993,07,EU (External Trade),Liberia,4350.0,May 2020
,,EU (External Trade),Kosovo,5520.0,June 2020
1992,12,EU (External Trade),Kuwait,3420.0,July 2020
1993,08,EU (External Trade),Macedonia,80150.0,August 2020
1994,03,EU (External Trade),Malaysia,2190.0,September 2020
,,EU (External Trade),Mexico,2808.0,October 2020
1994,07,EU (External Trade),Mauritania,7200.0,November 2020
,,EU (External Trade),Mali,0.0,December 2020
,,EU (External Trade),Morocco,7200.0,January 2020
,,EU (External Trade),Montenegro,1056.0,February 2020
1994,08,EU (External Trade),Moldova,1872.0,April 2020
1994,07,EU (External Trade),New Zealand,3600.0,January 2021
1995,08,EU (External Trade),New Caledonia,6552.0,May 2021
,,EU (External Trade),Albania,3168.0,June 2021
,,El Salvador,Nicaragua,725.0,July 2021
,,El Salvador,Honduras,12040.0,August 2021
,,El Salvador,Guatemala,3600.0,September 2021
1990,04,EU (External Trade),Angola,7600.0,October 2021
,,EU (External Trade),Algeria,205080.0,November 2021
,,EU (External Trade),Argentina,560.0,December 2021
,,EU (External Trade),Armenia,10776.0,January 2021
1991,10,EU (External Trade),Australia,7550.0,February 2021
,,EU (External Trade),Azerbaijan,4080.0,December 2019
1991,04,EU (External Trade),Bangladesh,2376.0,December 2020
,,EU (External Trade),Bahrain,30336.0,December 2020
,,EU (External Trade),Bosnia & Herzegovina,7550.0,December 2021
,,EU (External Trade),Belarus,30400.0,December 2022
,,EU (External Trade),Brazil,6080.0,December 2023
1995,04,EU (External Trade),Burkina Faso,36120.0,December 2020
,,Czech Republic,Spain,60672.0,December 2021
,,Czech Republic,Sweden,138240.0,December 2022
1995,08,Czech Republic,Uzbekistan,26240.0,December 2023
1996,05,Czech Republic,Ukraine,9159.6,January 2020
,,Czech Republic,Slovenia,96000.0,January 2021
,,Czech Republic,Slovakia,2368.0,January 2022
1996,05,Denmark,Germany,23360.0,January 2023
,,Denmark,Finland,5900.0,May 2020
,,Denmark,France,408.0,June 2020
1996,09,Denmark,Belgium,7920.0,July 2020
,,Denmark,Austria,24000.0,August 2020
,,Denmark,Italy,6040.0,September 2020
1997,04,Denmark,Luxembourg,3060.0,October 2020
,,Denmark,Hungary,50880.0,November 2020
1990,11,Denmark,Norway,362.0,December 2020
,,Denmark,Netherlands,264.0,January 2020
2002,01,Denmark,Qatar,36120.0,February 2020
2002,11,Denmark,Slovakia,264.0,April 2020
,,Denmark,Poland,1632.0,January 2021
,,Denmark,Spain,3960.0,May 2021
,,Denmark,Slovenia,30336.0,June 2021
1974,03,Denmark,United Kingdom,3180.0,July 2021
,,Denmark,Sweden,103680.0,August 2021
,,El Salvador,Costa Rica,30336.0,September 2021
,,Egypt (UN),Sudan,7550.0,October 2021
2004,09,Czech Republic,Romania,190080.0,November 2021
,,Czech Republic,Russia,1920.0,December 2021
,,Czech Republic,Portugal,660.0,January 2021
2002,09,Czech Republic,Poland,2040.0,February 2021
,,Czech Republic,Norway,2040.0,December 2019
,,Czech Republic,Netherlands,22260.0,December 2020
,,Czech Republic,Ireland,2040.0,December 2020
2003,07,Czech Republic,Moldova,4688.0,December 2021
,,Czech Republic,Hungary,30336.0,December 2022
,,Czech Republic,Greece,30336.0,December 2023
,,Czech Republic,Finland,36120.0,December 2020
,,Czech Republic,France,41760.0,December 2021
,,Czech Republic,Germany,7200.0,December 2022
,,Czech Republic,Belgium,34500.0,December 2023
2001,06,Czech Republic,Austria,2368.0,January 2020
2002,09,Czech Republic,Belarus,3020.0,January 2021
,,Croatia,Hungary,3600.0,January 2022
,,Croatia,Bosnia & Herzegovina,9273.6,January 2023
,,Croatia,Serbia,1404.0,May 2020
2004,03,Croatia,Slovenia,6040.0,June 2020
2002,02,China with HK ReExports,Trinidad & Tobago,7200.0,July 2020
,,China with HK ReExports,Turkey,3648.0,August 2020
,,China with HK ReExports,Togo,3516.0,September 2020
2002,02,China with HK ReExports,Vietnam,1920.0,October 2020
2002,10,China with HK ReExports,Taiwan,70406.4,November 2020
2004,08,China with HK ReExports,Philippines,608.0,December 2020
,,Colombia,Puerto Rico (U.S.),1180.0,January 2020
,,Colombia,Costa Rica,6336.0,February 2020
2003,05,Colombia,Ecuador,3020.0,April 2020
,,China with HK ReExports,Morocco,4400.0,January 2021
2003,04,China with HK ReExports,Myanmar,7200.0,May 2021
,,China with HK ReExports,India,8160.0,June 2021
,,China with HK ReExports,Iraq,30336.0,July 2021
,,China with HK ReExports,Indonesia,76032.0,August 2021
2004,06,China with HK ReExports,Malaysia,4080.0,September 2021
,,China,Turkey,13244.0,October 2021
,,China,Trinidad & Tobago,30336.0,November 2021
2004,08,China,Vietnam,7200.0,December 2021
2004,12,China with HK ReExports,Angola,2220.0,January 2021
,,China with HK ReExports,Fiji,12960.0,February 2021
2005,10,China with HK ReExports,Australia,24080.0,December 2019
2005,11,China,Taiwan,11100.0,December 2020
,,China,Togo,7980.0,December 2020
2006,11,China,Philippines,1950.0,December 2021
,,China,Myanmar,6560.0,December 2022
,,China,Morocco,894.0,December 2023
2007,08,China,Fiji,2916.0,December 2020
,,China,Hong Kong,12544.0,December 2021
,,China,India,16464.0,December 2022
2007,08,China,Indonesia,24696.0,December 2023
2002,09,China,Iraq,3192.0,January 2020
,,China,Malaysia,6560.0,January 2021
