Production date,Origin and Destination country,Project Name,Amount
,France:Armenia,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"3 600,00"
,EU (External Trade):Tunisia,<Final Budget(Apr)> FY2020_Final Budget (Annual),"2 160,00"
,EU (External Trade):Togo,<Final Budget(Apr)> FY2021_Final Budget (Annual),"3 160,00"
1990年02月,EU (External Trade):Turkey,<Final Budget(Apr)> FY2022_Plan (Annual),"3 888,00"
,EU (External Trade):Ukraine,<Final Budget(Apr)> FY2023_Plan (Annual),"3 160,00"
,EU (External Trade):United Arab Emirates,<Actual> May (QTD) (FY2020),"2 160,00"
1992年07月,EU (External Trade):United Kingdom,<Actual> June (QTD) (FY2020),0
,EU (External Trade):Vietnam,<Actual> July (QTD) (FY2020),"30 400,00"
1994年10月,EU (External Trade):United States,<Actual> August (QTD) (FY2020),"6 216,00"
2006年12月,EU (External Trade):Uruguay,<Actual> September (QTD) (FY2020),"19 600,00"
2006年12月,EU (External Trade):Non-EU Suppression,<Actual> October (QTD) (FY2020),"5 250,00"
1989年10月,EU (External Trade):Niger,<Actual> November (QTD) (FY2020),"2 160,00"
,EU (External Trade):Norway,<Actual> December (QTD) (FY2020),120
1994年08月,EU (External Trade):Panama,<Actual> January (QTD) (FY2020),"1 944,00"
1995年11月,EU (External Trade):Pakistan,<Actual> February (QTD) (FY2020),"9 310,00"
,EU (External Trade):Peru,<Actual> March (QTD) (FY2020),"1 250,00"
,EU (External Trade):Philippines,<Actual> April (QTD) (FY2021),"68,02"
,EU (External Trade):Russia,<Actual> May (QTD) (FY2021),"6 216,00"
1999年06月,EU (External Trade):Qatar,<Actual> June (QTD) (FY2021),"9 310,00"
2006年04月,EU (External Trade):Saudi Arabia,<Actual> July (QTD) (FY2021),"2 520,00"
,EU (External Trade):Senegal,<Actual> August (QTD) (FY2021),"25 760,00"
,EU (External Trade):Serbia,<Actual> September (QTD) (FY2021),"33 760,00"
1994年01月,EU (External Trade):Sierra Leone,<Actual> October (QTD) (FY2021),"33 760,00"
,EU (External Trade):Sint Maarten,<Actual> November (QTD) (FY2021),"1 520,00"
,EU (External Trade):Singapore,<Actual> December (QTD) (FY2021),"4 080,00"
,EU (External Trade):Switzerland,<Actual> January (QTD) (FY2021),"5 840,00"
,EU (External Trade):South Africa,<Actual>February (QTD) (FY2021),"18 400,00"
1991年05月,EU (External Trade):Sri Lanka,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"6 246,00"
,EU (External Trade):Taiwan,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"12 110,00"
,EU (External Trade):Thailand,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"18 784,00"
2001年08月,EU (External Trade):Chile,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"9 392,00"
,EU (External Trade):China,<Submitted Budget(Dec)> FY2022_Plan (Annual),"37 568,00"
,EU (External Trade):Colombia,<Submitted Budget(Dec)> FY2023_Plan (Annual),"1 944,00"
1996年01月,EU (External Trade):Cote d Ivoire,<Final Budget(Dec)> FY2020_Final Budget (Annual),"7 200,00"
,EU (External Trade):Djibouti,<Final Budget(Dec)> FY2021_Final Budget (Annual),"3 600,00"
,EU (External Trade):Cuba,<Final Budget(Dec)> FY2022_Plan (Annual),"1 020,00"
,EU (External Trade):Egypt,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"2 980,00"
1998年07月,EU (External Trade):Ecuador,<Final Budget(Apr)> FY2020_Final Budget (Annual),"2 920,00"
,EU (External Trade):Dominican Republic,<Final Budget(Apr)> FY2021_Final Budget (Annual),"1 020,00"
2020年02月,EU (External Trade):Ethiopia,<Final Budget(Apr)> FY2022_Plan (Annual),"33 840,00"
2002年12月,EU (External Trade):Faroe Islands,<Final Budget(Apr)> FY2023_Plan (Annual),"2 832,00"
2004年07月,EU (External Trade):French Polynesia,<Actual> May (QTD) (FY2020),"7 200,00"
2006年01月,EU (External Trade):Georgia,<Actual> June (QTD) (FY2020),"36 120,00"
,EU (External Trade):Gabon,<Actual> July (QTD) (FY2020),"1 730,00"
,EU (External Trade):Ghana,<Actual> August (QTD) (FY2020),"3 888,00"
2006年01月,EU (External Trade):Guinea,<Actual> September (QTD) (FY2020),"2 040,00"
,EU (External Trade):Guyana,<Actual> October (QTD) (FY2020),"3 600,00"
2006年02月,EU (External Trade):Guatemala,<Actual> November (QTD) (FY2020),"35 998,00"
,EU (External Trade):Hong Kong,<Actual> December (QTD) (FY2020),"8 080,00"
2006年08月,EU (External Trade):India,<Actual> January (QTD) (FY2020),"2 960,00"
2007年11月,EU (External Trade):Iceland,<Actual> February (QTD) (FY2020),"1 490,00"
1976年03月,EU (External Trade):Israel,<Actual> March (QTD) (FY2020),"12 040,00"
,EU (External Trade):Japan,<Actual> April (QTD) (FY2021),"37 568,00"
,"EU (External Trade):Korea, South",<Actual> May (QTD) (FY2021),"25 520,00"
1996年06月,EU (External Trade):Liberia,<Actual> June (QTD) (FY2021),612
2004年12月,EU (External Trade):Libya,<Actual> July (QTD) (FY2021),"2 960,00"
,EU (External Trade):Kuwait,<Actual> August (QTD) (FY2021),"5 190,00"
,EU (External Trade):Macedonia,<Actual> September (QTD) (FY2021),"12 040,00"
1990年07月,EU (External Trade):Malaysia,<Actual> October (QTD) (FY2021),"5 190,00"
,EU (External Trade):Mali,<Actual> November (QTD) (FY2021),408
1994年10月,EU (External Trade):Mauritania,<Actual> December (QTD) (FY2021),"4 088,00"
9999年01月,EU (External Trade):Mexico,<Actual> January (QTD) (FY2021),"6 020,00"
1996年01月,EU (External Trade):Moldova,<Actual>February (QTD) (FY2021),"3 600,00"
,EU (External Trade):Morocco,<Submitted Budget(Dec)> FY2019_Prospect (Annual),816
,EU (External Trade):Mozambique,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"17 130,00"
9999年01月,EU (External Trade):New Caledonia,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"11 720,00"
2001年09月,EU (External Trade):New Zealand,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"12 040,00"
,EU (External Trade):Nicaragua,<Submitted Budget(Dec)> FY2022_Plan (Annual),"234,4"
,El Salvador:Nicaragua,<Submitted Budget(Dec)> FY2023_Plan (Annual),"7 484,40"
2004年01月,El Salvador:Honduras,<Final Budget(Dec)> FY2020_Final Budget (Annual),"12 110,00"
,El Salvador:Guatemala,<Final Budget(Dec)> FY2021_Final Budget (Annual),"703,2"
2005年06月,EU (External Trade):Algeria,<Final Budget(Dec)> FY2022_Plan (Annual),"1 142,00"
,EU (External Trade):Albania,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"55,18"
,EU (External Trade):Andorra,<Final Budget(Apr)> FY2020_Final Budget (Annual),"1 456,00"
,EU (External Trade):Argentina,<Final Budget(Apr)> FY2021_Final Budget (Annual),"1 250,00"
,EU (External Trade):Armenia,<Final Budget(Apr)> FY2022_Plan (Annual),"17 130,00"
,EU (External Trade):Australia,<Final Budget(Apr)> FY2023_Plan (Annual),"6 020,00"
,EU (External Trade):Bangladesh,<Actual> May (QTD) (FY2020),"7 032,00"
,EU (External Trade):Belarus,<Actual> June (QTD) (FY2020),"17 130,00"
2006年09月,EU (External Trade):Barbados,<Actual> July (QTD) (FY2020),"30 336,00"
,EU (External Trade):Cameroon,<Actual> August (QTD) (FY2020),"1 490,00"
,EU (External Trade):Cape Verde,<Actual> September (QTD) (FY2020),"3 516,00"
2007年07月,EU (External Trade):Canada,<Actual> October (QTD) (FY2020),70
2007年05月,EU (External Trade):Bosnia & Herzegovina,<Actual> November (QTD) (FY2020),"55,18"
1989年01月,EU (External Trade):Brazil,<Actual> December (QTD) (FY2020),"5 625,60"
,EU (External Trade):Burkina Faso,<Actual> January (QTD) (FY2020),"3 640,00"
,Czech Republic:United Kingdom,<Actual> February (QTD) (FY2020),"3 516,00"
,Czech Republic:Ukraine,<Actual> March (QTD) (FY2020),"16 560,00"
1995年04月,Czech Republic:Spain,<Actual> April (QTD) (FY2021),"20 700,00"
,Czech Republic:Slovenia,<Actual> May (QTD) (FY2021),204
,Czech Republic:Slovakia,<Actual> June (QTD) (FY2021),"21,26"
,Denmark:Bangladesh,<Actual> July (QTD) (FY2021),"1 020,00"
1995年04月,Denmark:Hong Kong,<Actual> August (QTD) (FY2021),"30,93"
,Denmark:Norway,<Actual> September (QTD) (FY2021),0
1996年06月,Denmark:Spain,<Actual> October (QTD) (FY2021),"128,27"
,Denmark:Sweden,<Actual> November (QTD) (FY2021),"3 160,00"
1998年04月,Denmark:United States,<Actual> December (QTD) (FY2021),"1 456,00"
1999年03月,Dominican Republic:Haiti,<Actual> January (QTD) (FY2021),"11 720,00"
,El Salvador:Costa Rica,<Actual>February (QTD) (FY2021),"12 040,00"
,Egypt (UN):Uganda,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"4 424,00"
,Egypt (UN):Sudan,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"1 326,00"
2000年04月,Czech Republic:Romania,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),0
2010年07月,Czech Republic:Russia,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"6 020,00"
2004年11月,Czech Republic:Portugal,<Submitted Budget(Dec)> FY2022_Plan (Annual),"3 792,00"
2006年04月,Czech Republic:Poland,<Submitted Budget(Dec)> FY2023_Plan (Annual),"4 920,00"
,Czech Republic:Netherlands,<Final Budget(Dec)> FY2020_Final Budget (Annual),"2 160,00"
,Czech Republic:Ireland,<Final Budget(Dec)> FY2021_Final Budget (Annual),"2 720,00"
2010年07月,Czech Republic:Japan,<Final Budget(Dec)> FY2022_Plan (Annual),"2 100,00"
2005年09月,Czech Republic:Lithuania,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"12 960,00"
2005年01月,Czech Republic:Greece,<Final Budget(Apr)> FY2020_Final Budget (Annual),"6 825,00"
2006年02月,Czech Republic:Hungary,<Final Budget(Apr)> FY2021_Final Budget (Annual),"9 800,00"
,Czech Republic:Germany,<Final Budget(Apr)> FY2022_Plan (Annual),"1 701,00"
2007年08月,Czech Republic:Estonia,<Final Budget(Apr)> FY2023_Plan (Annual),"6 300,00"
,Czech Republic:France,<Actual> May (QTD) (FY2020),"7 500,00"
2007年01月,Czech Republic:Belgium,<Actual> June (QTD) (FY2020),"25 440,00"
,Czech Republic:Austria,<Actual> July (QTD) (FY2020),"13 520,00"
2010年07月,Czech Republic:Belarus,<Actual> August (QTD) (FY2020),"9 520,00"
1978年08月,Croatia:Hungary,<Actual> September (QTD) (FY2020),"1 575,00"
,Croatia:Bosnia & Herzegovina,<Actual> October (QTD) (FY2020),"4 900,00"
,"Cote d'Ivoire (General):Other Countries, NES",<Actual> November (QTD) (FY2020),"8 031,60"
,Croatia:Slovenia,<Actual> December (QTD) (FY2020),"28 560,00"
,China with HK ReExports:Trinidad & Tobago,<Actual> January (QTD) (FY2020),"18 375,00"
1990年07月,China with HK ReExports:Vietnam,<Actual> February (QTD) (FY2020),"29 400,00"
,China with HK ReExports:Taiwan,<Actual> March (QTD) (FY2020),756
2001年07月,Colombia:Ecuador,<Actual> April (QTD) (FY2021),"2 534,00"
1983年01月,Colombia:Puerto Rico (U.S.),<Actual> May (QTD) (FY2021),"7 272,00"
1990年04月,"Cote d'Ivoire:Other Countries, NES",<Actual> June (QTD) (FY2021),"3 956,00"
,China with HK ReExports:Morocco,<Actual> July (QTD) (FY2021),"2 832,00"
,China with HK ReExports:Myanmar,<Actual> August (QTD) (FY2021),"3 410,40"
1990年10月,China with HK ReExports:Malaysia,<Actual> September (QTD) (FY2021),"6 306,00"
,China with HK ReExports:Indonesia,<Actual> October (QTD) (FY2021),"583,9"
,China:Trinidad & Tobago,<Actual> November (QTD) (FY2021),"6 480,00"
,China with HK ReExports:Angola,<Actual> December (QTD) (FY2021),"3 518,00"
1990年11月,China:Vietnam,<Actual> January (QTD) (FY2021),"1 606,32"
,China:Taiwan,<Actual>February (QTD) (FY2021),"9 459,00"
1994年02月,China:Morocco,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"1 212,00"
,China:Myanmar,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"4 015,80"
,China:Malaysia,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"35 034,00"
1994年06月,China:Indonesia,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"44 312,00"
,China:Hong Kong,<Submitted Budget(Dec)> FY2022_Plan (Annual),"20 462,40"
1995年01月,China:Angola,<Submitted Budget(Dec)> FY2023_Plan (Annual),"43 584,00"
1996年04月,Chile:Brazil,<Final Budget(Dec)> FY2020_Final Budget (Annual),"3 956,00"
,Canada:United States,<Final Budget(Dec)> FY2021_Final Budget (Annual),"1 474,40"
,Bulgaria:Macedonia,<Final Budget(Dec)> FY2022_Plan (Annual),"2 832,00"
1997年09月,Bulgaria:Romania,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"2 919,50"
,Bulgaria:Serbia,<Final Budget(Apr)> FY2020_Final Budget (Annual),606
,Bulgaria:Turkey,<Final Budget(Apr)> FY2021_Final Budget (Annual),"7 684,00"
,Belgium:Vietnam,<Final Budget(Apr)> FY2022_Plan (Annual),"45 680,00"
,Brazil:Hong Kong,<Final Budget(Apr)> FY2023_Plan (Annual),"11 954,40"
1998年10月,Brazil:United Kingdom,<Actual> May (QTD) (FY2020),"8 925,00"
,Bulgaria:Cyprus,<Actual> June (QTD) (FY2020),"50 880,00"
1998年12月,Bulgaria:Greece,<Actual> July (QTD) (FY2020),"6 020,00"
,Belgium:Thailand,<Actual> August (QTD) (FY2020),"28 800,00"
,Belgium:Turkey,<Actual> September (QTD) (FY2020),"54 320,00"
,Belgium:Tunisia,<Actual> October (QTD) (FY2020),"14 187,50"
1999年03月,Belgium:United Kingdom,<Actual> November (QTD) (FY2020),"11 328,00"
,Belgium:United States,<Actual> December (QTD) (FY2020),607
,Belgium:Poland,<Actual> January (QTD) (FY2020),"12 047,40"
1997年12月,Belgium:Portugal,<Actual> February (QTD) (FY2020),"6 306,00"
,Belgium:Senegal,<Actual> March (QTD) (FY2020),"4 219,80"
2000年05月,Belgium:Slovenia,<Actual> April (QTD) (FY2021),"7 356,00"
,Belgium:Spain,<Actual> May (QTD) (FY2021),"16 567,65"
2000年07月,Belgium:Sweden,<Actual> June (QTD) (FY2021),"120 474,00"
,Belgium:Switzerland,<Actual> July (QTD) (FY2021),"28 980,00"
2001年04月,Belgium:Taiwan,<Actual> August (QTD) (FY2021),"12 672,00"
,Belarus:Russia,<Actual> September (QTD) (FY2021),"12 260,00"
2002年03月,Belarus:Ukraine,<Actual> October (QTD) (FY2021),"17 520,00"
,Belgium:Algeria,<Actual> November (QTD) (FY2021),"25 224,00"
2002年02月,Belgium:Australia,<Actual> December (QTD) (FY2021),"29 000,00"
,Belgium:Austria,<Actual> January (QTD) (FY2021),"6 320,00"
2002年12月,Belarus:Latvia,<Actual>February (QTD) (FY2021),"30 100,00"
2003年04月,Belarus:Lithuania,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"5 832,00"
,Belarus:Estonia,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"2 095,20"
,Belgium:Cameroon,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"11 078,00"
2003年03月,Belgium:Cape Verde,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"25 440,00"
,Belgium:Bulgaria,<Submitted Budget(Dec)> FY2022_Plan (Annual),"1 319,00"
,Belgium:Cote d Ivoire,<Submitted Budget(Dec)> FY2023_Plan (Annual),"3 750,00"
2004年07月,Belgium:Denmark,<Final Budget(Dec)> FY2020_Final Budget (Annual),80
,Belgium:Gabon,<Final Budget(Dec)> FY2021_Final Budget (Annual),"1 846,60"
2004年07月,Belgium:France,<Final Budget(Dec)> FY2022_Plan (Annual),"1 319,00"
,Belgium:Finland,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"28 800,00"
2004年08月,Belgium:Germany,<Final Budget(Apr)> FY2020_Final Budget (Annual),"2 160,00"
2005年01月,Belgium:Ghana,<Final Budget(Apr)> FY2021_Final Budget (Annual),"1 875,00"
,Belgium:Guinea,<Final Budget(Apr)> FY2022_Plan (Annual),"1 020,00"
2010年07月,Belgium:Greece,<Final Budget(Apr)> FY2023_Plan (Annual),"7 200,00"
,Belgium:Hong Kong,<Actual> May (QTD) (FY2020),"1 020,00"
2004年12月,Belgium:Hungary,<Actual> June (QTD) (FY2020),"2 600,00"
,Belgium:India,<Actual> July (QTD) (FY2020),612
,Belgium:Ireland,<Actual> August (QTD) (FY2020),80
2006年08月,Belgium:Israel,<Actual> September (QTD) (FY2020),"21 728,00"
,Belgium:Italy,<Actual> October (QTD) (FY2020),"3 888,00"
1977年12月,Belgium:Latvia,<Actual> November (QTD) (FY2020),"1 944,00"
2007年01月,Belgium:Luxembourg,<Actual> December (QTD) (FY2020),"13 618,80"
,Belgium:Macedonia,<Actual> January (QTD) (FY2020),"6 570,00"
1983年05月,Belgium:Mali,<Actual> February (QTD) (FY2020),"8 280,00"
2007年06月,Belgium:Malta,<Actual> March (QTD) (FY2020),"3 750,00"
,Belgium:Mauritania,<Actual> April (QTD) (FY2021),"3 744,00"
,Belgium:Morocco,<Actual> May (QTD) (FY2021),"1 056,00"
2007年11月,Belgium:Netherlands,<Actual> June (QTD) (FY2021),"3 160,00"
,Belgium:New Zealand,<Actual> July (QTD) (FY2021),"3 750,00"
1994年07月,Belgium:New Zealand,<Actual> August (QTD) (FY2021),"16 560,00"
,Belgium:Netherlands,<Actual> September (QTD) (FY2021),"5 832,00"
,Belgium:Morocco,<Actual> October (QTD) (FY2021),304
2005年05月,Belgium:Mali,<Actual> November (QTD) (FY2021),"6 500,00"
1986年01月,Belgium:Macedonia,<Actual> December (QTD) (FY2021),724
1986年01月,Belgium:Luxembourg,<Actual> January (QTD) (FY2021),"5 300,00"
,Belgium:Latvia,<Actual>February (QTD) (FY2021),408
2007年03月,Belgium:Lithuania,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"12 420,00"
,"Belgium:Korea, South",<Submitted Budget(Dec)> FY2020_Prospect (Annual),"17 600,00"
1985年10月,Belgium:Italy,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),"14 500,00"
,Belgium:Israel,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),124
1995年08月,Belgium:Ireland,<Submitted Budget(Dec)> FY2022_Plan (Annual),80
1996年01月,Belgium:India,<Submitted Budget(Dec)> FY2023_Plan (Annual),"1 806,00"
1996年03月,Belgium:Hungary,<Final Budget(Dec)> FY2020_Final Budget (Annual),"1 755,00"
1995年11月,Belgium:Greece,<Final Budget(Dec)> FY2021_Final Budget (Annual),"4 080,00"
,Belgium:Guinea,<Final Budget(Dec)> FY2022_Plan (Annual),"11 200,00"
1994年01月,Belgium:Ghana,<Final Budget(2020 Dec)> FY2023_Plan (Annual),124
2017年08月,Belgium:Germany,<Final Budget(Apr)> FY2020_Final Budget (Annual),204
1996年06月,Belgium:Finland,<Final Budget(Apr)> FY2021_Final Budget (Annual),80
,Belgium:France,<Final Budget(Apr)> FY2022_Plan (Annual),"2 500,00"
1996年08月,Belgium:Denmark,<Final Budget(Apr)> FY2023_Plan (Annual),204
1997年03月,Belgium:Czech Republic,<Actual> May (QTD) (FY2020),"3 744,00"
1997年04月,Belgium:Ethiopia,<Actual> June (QTD) (FY2020),"2 112,00"
,Belgium:Cote d Ivoire,<Actual> July (QTD) (FY2020),"36 120,00"
1997年01月,"Belgium:Congo, Dem. Rep.",<Actual> August (QTD) (FY2020),"16 000,00"
,Belgium:Congo,<Actual> September (QTD) (FY2020),"3 750,00"
1990年05月,Belgium:Burkina Faso,<Actual> October (QTD) (FY2020),"1 300,00"
1994年03月,Belgium:Brazil,<Actual> November (QTD) (FY2020),"273,6"
,Belgium:China,<Actual> December (QTD) (FY2020),"16 560,00"
2005年09月,Belgium:Cameroon,<Actual> January (QTD) (FY2020),"11 200,00"
,Belarus:Estonia,<Actual> February (QTD) (FY2020),"7 920,00"
1997年05月,Belarus:Lithuania,<Actual> March (QTD) (FY2020),"18 060,00"
,Belarus:Russia,<Actual> April (QTD) (FY2021),"3 510,00"
,Belarus:Latvia,<Actual> May (QTD) (FY2021),"16 000,00"
1997年11月,Belgium:Austria,<Actual> June (QTD) (FY2021),362
,Belgium:Australia,<Actual> July (QTD) (FY2021),"5 600,00"
1997年12月,Belarus:Ukraine,<Actual> August (QTD) (FY2021),584
1997年02月,Belgium:Taiwan,<Actual> September (QTD) (FY2021),362
,Belgium:Switzerland,<Actual> October (QTD) (FY2021),"5 056,00"
2017年08月,Belgium:Sweden,<Actual> November (QTD) (FY2021),"4 816,00"
2017年08月,Belgium:Spain,<Actual> December (QTD) (FY2021),"3 168,00"
1998年07月,Belgium:Slovenia,<Actual> January (QTD) (FY2021),"8 316,00"
1999年03月,Belgium:Russia,<Actual>February (QTD) (FY2021),"44 800,00"
,Belgium:Romania,<Submitted Budget(Dec)> FY2019_Prospect (Annual),"12 420,00"
1992年07月,Belgium:Poland,<Submitted Budget(Dec)> FY2020_Prospect (Annual),"3 750,00"
1999年07月,Belgium:Portugal,<Submitted Budget(Dec)> FY2020_Submitted Budget (Annual),272
1999年12月,Belgium:United States,<Submitted Budget(Dec)> FY2021_Submitted Budget (Annual),"12 640,00"
,Belgium:United Kingdom,<Submitted Budget(Dec)> FY2022_Plan (Annual),"12 040,00"
,Belgium:Togo,<Submitted Budget(Dec)> FY2023_Plan (Annual),"24 840,00"
2017年08月,Bulgaria:Greece,<Final Budget(Dec)> FY2020_Final Budget (Annual),"28 275,00"
2000年03月,Bulgaria:Armenia,<Final Budget(Dec)> FY2021_Final Budget (Annual),"16 000,00"
,Brazil:Paraguay,<Final Budget(Dec)> FY2022_Plan (Annual),"4 200,00"
1998年09月,Belgium:Vietnam,<Final Budget(2020 Dec)> FY2023_Plan (Annual),"15 840,00"
1998年10月,Bulgaria:Turkey,<Final Budget(Apr)> FY2020_Final Budget (Annual),"15 840,00"
,Bulgaria:Serbia,<Final Budget(Apr)> FY2021_Final Budget (Annual),"11 200,00"
1980年10月,Bulgaria:Romania,<Final Budget(Apr)> FY2022_Plan (Annual),"7 920,00"
,Bulgaria:Macedonia,<Final Budget(Apr)> FY2023_Plan (Annual),"36 120,00"
2001年07月,Canada:United States,<Actual> May (QTD) (FY2020),"11 200,00"
2001年10月,Chile:Argentina,<Actual> June (QTD) (FY2020),"5 600,00"
,Canada:Netherlands,<Actual> July (QTD) (FY2020),"32 000,00"
2001年10月,China:Hong Kong,<Actual> August (QTD) (FY2020),"36 120,00"
2003年03月,China:Myanmar,<Actual> September (QTD) (FY2020),"8 026,40"
,China:Morocco,<Actual> October (QTD) (FY2020),"12 040,00"
2002年02月,China:Taiwan,<Actual> November (QTD) (FY2020),"82 800,00"
